33.7859543333, -84.3755931667
33.7859385, -84.3755658333
33.7859016667, -84.3755015
33.7858975, -84.3754915
33.7859255, -84.3755368333
33.7859166667, -84.3755025
33.78588, -84.3754638333
33.7858663333, -84.3754525
33.7858518333, -84.3754355
33.785915, -84.375533
33.7858891667, -84.3754938333
33.7858678333, -84.3754601667
33.785863, -84.3754435
33.785846, -84.3754045
33.7858308333, -84.375381
33.785804, -84.3753353333
33.7857753333, -84.375301
33.7857566667, -84.37527
33.7857388333, -84.3752446667
33.7857315, -84.3752298333
33.785723, -84.3752073333
33.7857115, -84.3751793333
33.785698, -84.3751595
33.7856916667, -84.3751421667
33.7856841667, -84.3751265
33.785676, -84.3751176667
33.7856671667, -84.375113
33.7856503333, -84.375103
33.7856323333, -84.3751046667
33.7856005, -84.3751076667
33.7855766667, -84.3751076667
33.785538, -84.3751051667
33.7854978333, -84.3751138333
33.7854606667, -84.3751366667
33.7854088333, -84.3751535
33.7853571667, -84.3751683333
33.7852936667, -84.375189
33.785246, -84.3752138333
33.7851873333, -84.3752383333
33.7851193333, -84.3752638333
33.7850758333, -84.3752935
33.785013, -84.3753341667
33.7849596667, -84.3753928333
33.784901, -84.3754401667
33.784837, -84.3754933333
33.7847965, -84.3755445
33.7847516667, -84.3756213333
33.7847215, -84.3757038333
33.7846978333, -84.3757871667
33.7846726667, -84.3758673333
33.7846508333, -84.3759475
33.7846391667, -84.3760296667
33.7846216667, -84.3761118333
33.784618, -84.3762153333
33.7846181667, -84.3763161667
33.7846098333, -84.3764066667
33.784601, -84.3765026667
33.784591, -84.3765971667
33.7845725, -84.3766903333
33.7845526667, -84.3767805
33.7845291667, -84.3768725
33.7845241667, -84.376964
33.7845031667, -84.3770566667
33.7844783333, -84.3771293333
33.7844613333, -84.3772056667
33.7844228333, -84.377273
33.784382, -84.3773496667
33.784351, -84.377427
33.784328, -84.377498
33.7843105, -84.3775796667
33.7842961667, -84.3776601667
33.784285, -84.3777451667
33.7842753333, -84.3778348333
33.784258, -84.3779158333
33.7842573333, -84.378001
33.7842616667, -84.3780793333
33.7842695, -84.3781576667
33.784271, -84.3782195
33.7842671667, -84.37825
33.7842575, -84.378285
33.7842478333, -84.3783291667
33.7842493333, -84.3783805
33.7842526667, -84.3784288333
33.7842628333, -84.378481
33.7842625, -84.3785433333
33.7842596667, -84.3786036667
33.7842585, -84.3786426667
33.7842561667, -84.3786911667
33.7842535, -84.3787501667
33.7842533333, -84.3788225
33.7842588333, -84.3788996667
33.7842638333, -84.378972
33.784265, -84.3790311667
33.784269, -84.3791036667
33.7842696667, -84.3791693333
33.7842698333, -84.3792288333
33.7842658333, -84.3792821667
33.7842513333, -84.3793236667
33.7842413333, -84.3793801667
33.7842448333, -84.3794501667
33.7842431667, -84.3795088333
33.7842456667, -84.3795728333
33.784256, -84.379645
33.7842588333, -84.3797051667
33.784261, -84.3797661667
33.784261, -84.3798226667
33.7842626667, -84.3798823333
33.7842553333, -84.3799276667
33.7842551667, -84.3799835
33.7842608333, -84.3800441667
33.7842646667, -84.3800908333
33.7842736667, -84.3801461667
33.7842865, -84.380198
33.7842941667, -84.3802516667
33.7843116667, -84.380299
33.784346, -84.3803391667
33.7843676667, -84.380374
33.7843588333, -84.3804361667
33.7843458333, -84.3804895
33.7843455, -84.380546
33.7843473333, -84.3806056667
33.7843453333, -84.3806661667
33.7843533333, -84.3807286667
33.7843503333, -84.3807701667
33.7843405, -84.380807
33.7843253333, -84.38084
33.7843206667, -84.3808866667
33.7843078333, -84.3809325
33.7842986667, -84.3809735
33.7842843333, -84.3810393333
33.784271, -84.3810931667
33.7842521667, -84.3811501667
33.7842498333, -84.3812138333
33.7842463333, -84.3812736667
